92	97	3
92	98	3
92	100	2
92	101	1
92	103	1
92	108	1
92	109	1
93	94	1
93	95	5
93	96	5
93	97	1
93	98	3
93	99	1
93	100	1
93	101	2
93	103	1
93	107	1
94	95	1
94	96	1
94	97	1
94	98	2
94	100	3
94	101	2
94	103	1
94	109	1
95	96	5
95	97	2
95	98	2
95	99	1
95	100	1
95	101	1
95	103	1
95	109	1
96	97	2
96	98	1
96	100	1
96	108	1
97	98	4
97	99	1
97	100	2
97	101	3
97	103	1
97	112	1
98	100	3
98	101	1
99	102	1
100	101	4
100	102	1
100	103	1
101	103	1
101	109	1
104	105	5
108	109	5
108	110	1
108	111	1
108	113	1
109	110	1
109	111	1
109	112	1
109	113	1
110	117	1
110	119	1
110	121	1
111	112	3
111	113	2
112	113	2
114	115	5
115	116	1
115	120	1
115	121	1
115	123	1
115	124	1
115	125	1
115	126	1
115	127	1
115	130	1
115	132	1
115	138	1
116	117	5
116	123	1
116	124	1
116	127	1
117	121	1
117	124	1
117	128	1
118	119	3
120	121	5
120	125	1
121	122	1
121	125	1
123	124	5
123	125	5
123	126	1
123	131	1
123	132	1
123	133	1
124	125	5
124	132	1
127	128	5
127	129	2
127	130	5
127	132	1
128	129	2
128	130	5
129	130	2
129	138	1
130	135	1
131	132	5
131	135	1
131	137	1
132	135	1
132	137	1
133	134	2
133	135	1
133	138	1
133	142	1
133	143	1
134	138	1
134	158	1
135	138	1
136	137	5
136	165	1
137	158	1
137	163	1
137	164	1
137	165	1
137	166	1
137	169	1
137	170	1
137	173	4
137	174	3
138	142	1
138	143	5
139	140	2
141	142	5
141	147	1
141	148	1
141	149	1
141	150	1
141	151	1
141	157	1
141	159	1
142	143	1
142	147	1
142	157	1
142	159	1
143	151	1
144	145	4
144	146	4
144	150	1
144	154	1
145	146	4
145	154	1
146	155	1
146	156	1
146	157	1
146	158	1
146	166	1
146	167	1
147	148	4
147	149	1
147	150	1
147	151	1
147	155	1
147	163	1
147	167	1
148	149	1
148	150	1
148	151	1
149	150	4
149	151	2
150	151	3
150	154	1
150	159	1
152	153	5
152	154	1
152	155	1
154	155	4
156	157	5
156	158	1
158	159	1
158	160	3
158	163	1
158	164	1
158	166	1
158	170	1
158	173	1
161	162	5
161	168	1
162	168	1
163	168	1
163	171	1
163	173	1
163	175	3
163	176	5
163	179	1
164	165	5
164	166	5
164	168	1
164	173	1
165	166	5
165	173	1
166	168	1
166	171	1
166	172	1
167	185	1
167	188	1
168	170	1
169	170	2
170	171	1
171	172	2
173	174	3
173	175	1
175	176	2
175	179	1
175	183	1
177	178	5
177	180	1
179	182	4
180	181	2
180	182	1
180	183	1
182	184	1
182	186	1
183	184	5
185	186	4
185	190	1
186	187	1
188	189	5
189	190	1
190	191	5
192	193	5
192	194	4
193	194	2
194	195	1
194	196	2
195	196	5
195	197	5
196	197	5
197	199	1
198	199	5
